	t1	t1.1	t10	t10.1	len(kb)
EC01288_0699	0	0	0	0	1.664
EC01288_0700	0	0	0	0	0.158
EC01288_0701	0	0	0	0	1.406
EC01288_0702	0	0	0	0	0.326
EC01288_0703	0	0	0	0	0.446
EC01288_0704	0	0	0	0	0.53
EC01288_0705	0	0	0	0	0.293
EC01288_0706	0	0	0	0	0.764
EC01288_0707	0	0	0	0	0.545
EC01288_0708	0	0	0	0	1.64
EC01288_0709	0	0	0	0	1.319
EC01288_0710	0	0	0	0	2.198
EC01288_0711	0	0	0	0	0.134
EC01288_0712	0	0	0	0	0.677
EC01288_0713	654	656	656	656	2.684
EC01288_0714	0	0	0	0	0.572
EC01288_0715	0	0	0	0	2.048
EC01288_0716	0	0	0	0	1.673
EC01288_0717	0	0	0	0	0.206
EC01288_0718	0	0	0	0	0.224
EC01288_0719	0	0	0	0	2.669
EC01288_0720	0	0	0	0	0.536
EC01288_0722	0	0	0	0	0.801
EC01288_0723	0	0	0	0	0.569
EC01288_0724	0	0	0	0	0.254
EC01288_0725	0	0	0	0	0.317
EC01288_0726	0	0	0	0	0.137
EC01288_0728	0	0	0	0	0.281
EC01288_0729	0	0	0	0	0.509
EC01288_0730	0	0	0	0	1.418
EC01288_0731	0	0	0	0	1.481
EC01288_0732	0	0	0	0	0.743
EC01288_0733	0	0	0	0	0.656
EC01288_0734	0	0	0	0	0.932
EC01288_0735	0	0	0	0	0.734
EC01288_0736	0	0	0	0	0.791
EC01288_0737	0	0	0	0	1.046
EC01288_0738	0	0	0	0	1.061
EC01288_0739	0	0	0	0	0.731
EC01288_0740	0	0	0	0	2.45
EC01288_0741	0	0	0	0	0.566
EC01288_0742	0	0	0	0	0.128
EC01288_0743	0	0	0	0	1.283
EC01288_0744	0	0	0	0	0.287
EC01288_0745	0	0	0	0	0.347
EC01288_0746	0	0	0	0	1.709
EC01288_0747	0	0	0	0	0.716
EC01288_0748	0	0	0	0	2.801
EC01288_0749	0	0	0	0	1.217
EC01288_0750	0	0	0	0	1.166
EC01288_0751	0	0	0	0	0.869
EC01288_0752	0	0	0	0	0.722
EC01288_0753	0	0	0	0	1.916
EC01288_0754	0	0	0	0	2.633
EC01288_0755	0	0	0	0	1.568
EC01288_0756	0	0	0	0	1.139
EC01288_0757	0	0	0	0	0.113
EC01288_0758	0	0	0	0	0.293
EC01288_0759	0	0	0	0	0.29
EC01288_0760	35	67	35	67	0.683
EC01288_0761	0	0	0	0	0.428
EC01288_0762	0	0	0	0	1.217
EC01288_0763	0	0	0	0	1.292
EC01288_0764	0	0	0	0	0.521
EC01288_0765	0	0	0	0	0.764
EC01288_0766	0	0	0	0	0.075
EC01288_0767	0	0	0	0	0.075
EC01288_0768	0	0	0	0	0.075
EC01288_0769	0	0	0	0	0.075
EC01288_0770	0	0	0	0	0.075
EC01288_0771	0	0	0	0	0.075
EC01288_0772	0	0	0	0	0.071
EC01288_0773	0	0	0	0	0.26
EC01288_0774	0	0	0	0	0.266
EC01288_0775	0	0	0	0	0.677
EC01288_0776	0	0	0	0	2.282
EC01288_0777	0	0	0	0	0.125
EC01288_0778	0	0	0	0	0.185
EC01288_0779	0	0	0	0	0.926
EC01288_0780	0	0	0	0	2.225
EC01288_0781	0	0	0	0	0.722
EC01288_0782	0	0	0	0	0.659
EC01288_0783	0	0	0	0	0.746
EC01288_0784	0	0	0	0	0.503
EC01288_0785	0	0	0	0	0.887
EC01288_0786	0	0	0	0	0.515
EC01288_0787	0	0	0	0	1.583
EC01288_0788	0	0	0	0	0.128
EC01288_0789	0	0	0	0	0.467
EC01288_0790	0	0	0	0	1.118
EC01288_0791	0	0	0	0	0.92
EC01288_0792	0	0	0	0	1.592
EC01288_0793	0	0	0	0	0.137
EC01288_0794	0	0	0	0	1.265
EC01288_0795	0	0	0	0	0.815
EC01288_0796	0	0	0	0	2.432
EC01288_0797	0	0	0	0	0.899
EC01288_0798	0	0	0	0	0.662
EC01288_0799	0	0	0	0	0.749
EC01288_0800	0	0	0	0	1.214
EC01288_0801	48	434	492	90	0.965
EC01288_0802	0	0	0	0	1.871
EC01288_0803	0	0	0	0	1.508
EC01288_0804	0	0	0	0	0.92
EC01288_0805	0	0	0	0	0.911
EC01288_0806	0	0	0	0	2.348
EC01288_0807	0	0	0	0	1.328
EC01288_0808	0	0	0	0	1.325
EC01288_0809	0	0	0	0	0.383
EC01288_0810	0	0	0	0	1.115
EC01288_0811	0	0	0	0	0.626
EC01288_0812	0	0	0	0	1.202
EC01288_0813	0	0	0	0	0.758
EC01288_0814	0	0	0	0	0.596
EC01288_0815	0	0	0	0	1.232
EC01288_0816	0	0	0	0	0.284
EC01288_0817	0	0	0	0	0.815
EC01288_0818	0	0	0	0	1.208
EC01288_0819	0	0	0	0	0.536
EC01288_0820	0	0	0	0	1.685
EC01288_0821	0	0	0	0	0.377
EC01288_0822	0	0	0	0	0.257
EC01288_0823	0	0	0	0	0.287
EC01288_0824	0	0	0	0	0.722
EC01288_0825	0	0	0	0	0.902
EC01288_0826	0	0	0	0	0.476
EC01288_0827	0	0	0	0	0.125
EC01288_0828	0	0	0	0	1.112
EC01288_0829	0	0	0	0	1.133
EC01288_0830	0	0	0	0	0.953
EC01288_0831	0	0	0	0	0.845
EC01288_0832	0	0	0	0	0.488
EC01288_0833	0	0	0	0	1.127
EC01288_0834	0	0	0	0	0.731
EC01288_0835	0	0	0	0	0.668
EC01288_0836	0	0	0	0	0.716
EC01288_0837	0	0	0	0	0.731
EC01288_0838	0	0	0	0	0.728
EC01288_0839	0	0	0	0	0.515
EC01288_0840	0	0	0	0	0.323
EC01288_0841	0	0	0	0	0.83
EC01288_0842	0	0	0	0	1.013
EC01288_0843	0	0	0	0	1.43
EC01288_0844	2343	2343	2358	2343	1.001
EC01288_0845	0	0	0	0	1.718
EC01288_0846	0	0	0	0	0.968
EC01288_0847	0	0	0	0	1.652
EC01288_0848	0	0	0	0	0.899
EC01288_0849	0	0	0	0	0.695
EC01288_0850	0	0	0	0	1.658
EC01288_0851	0	0	0	0	0.992
EC01288_0852	0	0	0	0	1.115
EC01288_0853	0	0	0	0	1.946
EC01288_0854	0	0	0	0	0.224
EC01288_0855	0	0	0	0	0.32
EC01288_0856	0	0	0	0	2.276
EC01288_0857	0	0	0	0	0.087
EC01288_0858	0	0	0	0	0.218
EC01288_0859	0	0	0	0	0.704
EC01288_0860	0	0	0	0	1.721
EC01288_0861	0	0	0	0	1.766
EC01288_0862	0	0	0	0	0.965
EC01288_0863	0	0	0	0	0.113
EC01288_0864	0	0	0	0	0.494
EC01288_0865	0	0	0	0	4.067
EC01288_0866	0	0	0	0	0.611
EC01288_0867	0	0	0	0	1.286
EC01288_0868	0	0	0	0	1.292
EC01288_0869	0	0	0	0	2.444
EC01288_0870	0	0	0	0	0.617
EC01288_0871	0	0	0	0	0.863
EC01288_0872	0	0	0	0	0.626
EC01288_0873	0	0	0	0	0.128
EC01288_0874	0	0	0	0	1.124
EC01288_0875	0	0	0	0	1.43
EC01288_0876	0	0	0	0	0.908
EC01288_0877	0	0	0	0	0.5
EC01288_0878	0	0	0	0	0.74
EC01288_0879	0	0	0	0	2.282
EC01288_0880	0	0	0	0	0.857
EC01288_0881	0	0	0	0	1.76
EC01288_0882	0	0	0	0	0.692
EC01288_0883	0	0	0	0	1.088
EC01288_0884	0	0	0	0	1.283
EC01288_0885	0	0	0	0	0.764
EC01288_0886	0	0	0	0	0.683
EC01288_0887	0	0	0	0	1.673
EC01288_0888	0	0	0	0	0.284
EC01288_0889	554	554	554	554	2.264
EC01288_0890	0	0	0	0	1.748
EC01288_0891	0	0	0	0	0.986
EC01288_0892	0	0	0	0	1.232
EC01288_0893	0	0	0	0	0.182
EC01288_0894	0	0	0	0	0.746
EC01288_0895	0	0	0	0	0.893
EC01288_0896	0	0	0	0	0.779
EC01288_0897	0	0	0	0	0.785
EC01288_0898	0	0	0	0	1.322
EC01288_0899	0	0	0	0	0.704
EC01288_0900	0	0	0	0	4.46
EC01288_0901	0	0	0	0	1.847
EC01288_0902	0	0	0	0	0.548
EC01288_0903	0	0	0	0	0.647
EC01288_0904	0	0	0	0	1.19
EC01288_0905	0	0	0	0	1.085
EC01288_0906	0	0	0	0	1.4
EC01288_0907	0	0	0	0	1.202
EC01288_0908	0	0	0	0	0.122
EC01288_0909	0	0	0	0	2.612
EC01288_0910	0	0	0	0	0.116
EC01288_0911	0	0	0	0	0.767
EC01288_0912	0	0	0	0	0.791
EC01288_0913	0	0	0	0	1.145
EC01288_0914	0	0	0	0	0.959
EC01288_0915	0	0	0	0	0.575
EC01288_0916	0	0	0	0	0.551
EC01288_0917	0	0	0	0	0.674
EC01288_0918	0	0	0	0	2.555
EC01288_0919	0	0	0	0	1.07
EC01288_0920	0	0	0	0	0.542
EC01288_0921	0	0	0	0	0.515
EC01288_0922	0	0	0	0	0.68
EC01288_0923	0	0	0	0	1.01
EC01288_0924	0	0	0	0	0.542
EC01288_0925	0	0	0	0	1.109
EC01288_0926	0	0	0	0	2.108
EC01288_0927	0	0	0	0	1.907
EC01288_0928	0	0	0	0	1.202
EC01288_0929	0	0	0	0	1.64
EC01288_0930	0	0	0	0	0.563
EC01288_0931	0	0	0	0	0.518
EC01288_0932	431	424	424	431	1.76
EC01288_0933	0	0	0	0	0.452
EC01288_0934	0	0	0	0	1.052
EC01288_0935	0	0	0	0	0.509
EC01288_0936	0	0	0	0	0.629
EC01288_0937	0	0	0	0	2.153
EC01288_0938	0	0	0	0	0.446
EC01288_0939	0	0	0	0	2.054
EC01288_0940	0	0	0	0	0.458
EC01288_0941	0	0	0	0	0.662
EC01288_0942	0	0	0	0	0.158
EC01288_0943	0	0	0	0	0.413
EC01288_0944	0	0	0	0	0.317
EC01288_0945	0	0	0	0	1.19
EC01288_0946	0	0	0	0	0.03
EC01288_0947	0	0	0	0	0.2
EC01288_0948	0	0	0	0	0.602
EC01288_0949	0	0	0	0	0.087
EC01288_0950	0	0	0	0	1.118
EC01288_0951	0	0	0	0	1.793
EC01288_0952	0	0	0	0	0.707
EC01288_0953	0	0	0	0	0.587
EC01288_0954	0	0	0	0	0.398
EC01288_0955	0	0	0	0	0.857
EC01288_0956	0	0	0	0	1.544
EC01288_0957	0	0	0	0	1.136
EC01288_0958	0	0	0	0	1.298
EC01288_0959	0	0	0	0	1.946
EC01288_0960	0	0	0	0	0.179
EC01288_0961	0	0	0	0	0.446
EC01288_0962	0	0	0	0	1.139
EC01288_0963	0	0	0	0	2.096
EC01288_0964	0	0	0	0	0.746
EC01288_0965	0	0	0	0	0.578
EC01288_0966	0	0	0	0	0.323
EC01288_0967	0	0	0	0	0.2
EC01288_0968	0	0	0	0	0.2
EC01288_0969	0	0	0	0	0.173
EC01288_0970	0	0	0	0	1.073
EC01288_0971	0	0	0	0	2.714
EC01288_0972	0	0	0	0	1.028
EC01288_0973	0	0	0	0	0.692
EC01288_0974	0	0	0	0	1.172
EC01288_0975	0	0	0	0	2.546
EC01288_0976	24	266	291	58	0.599
EC01288_0977	0	0	0	0	0.305
EC01288_0978	0	0	0	0	0.92
EC01288_0979	0	0	0	0	1.214
EC01288_0980	0	0	0	0	0.116
EC01288_0981	0	0	0	0	1.241
EC01288_0982	0	0	0	0	0.227
EC01288_0983	0	0	0	0	0.596
EC01288_0984	0	0	0	0	1.328
EC01288_0985	0	0	0	0	0.494
EC01288_0986	0	0	0	0	0.59
EC01288_0987	0	0	0	0	0.8
EC01288_0988	0	0	0	0	0.386
EC01288_0989	0	0	0	0	0.692
EC01288_0990	0	0	0	0	1.091
EC01288_0991	0	0	0	0	0.638
EC01288_0992	0	0	0	0	3.962
EC01288_0993	0	0	0	0	0.152
EC01288_0994	0	0	0	0	1.484
EC01288_0995	0	0	0	0	0.83
EC01288_0996	0	0	0	0	1.127
EC01288_0997	0	0	0	0	1.271
EC01288_0998	0	0	0	0	0.788
EC01288_0999	0	0	0	0	0.413
EC01288_1000	0	0	0	0	0.848
EC01288_1001	0	0	0	0	0.332
EC01288_1002	0	0	0	0	2.018
EC01288_1003	0	0	0	0	2.375
EC01288_1004	0	0	0	0	0.359
EC01288_1005	0	0	0	0	0.353
EC01288_1006	0	0	0	0	0.359
EC01288_1007	0	0	0	0	0.455
EC01288_1008	0	0	0	0	0.269
EC01288_1009	0	0	0	0	0.638
EC01288_1010	0	0	0	0	1.172
EC01288_1011	0	0	0	0	0.8
EC01288_1012	0	0	0	0	1.055
EC01288_1013	0	0	0	0	0.008
EC01288_1014	0	0	0	0	0.824
EC01288_1015	0	0	0	0	0.811
EC01288_1016	0	0	0	0	0.526
EC01288_1017	0	0	0	0	0.224
EC01288_1018	0	0	0	0	0.194
EC01288_1019	0	0	0	0	1.163
EC01288_1020	0	0	0	0	2.147
EC01288_1021	0	0	0	0	1.247
EC01288_1022	0	0	0	0	0.646
EC01288_1023	0	0	0	0	0.262
EC01288_1024	0	0	0	0	0.278
EC01288_1025	0	0	0	0	0.35
EC01288_1026	0	0	0	0	1.568
EC01288_1027	0	0	0	0	1.844
EC01288_1028	0	0	0	0	0.326
EC01288_1029	0	0	0	0	2.009
EC01288_1030	0	0	0	0	0.182
EC01288_1031	0	0	0	0	0.152
EC01288_1032	0	0	0	0	0.181
EC01288_1033	0	0	0	0	0.215
EC01288_1034	0	0	0	0	0.275
EC01288_1035	0	0	0	0	1.019
EC01288_1036	0	0	0	0	0.137
EC01288_1037	0	0	0	0	1.97
EC01288_1038	0	0	0	0	0.791
EC01288_1039	0	0	0	0	0.314
EC01288_1040	0	0	0	0	1.787
EC01288_1041	0	0	0	0	1.085
EC01288_1042	0	0	0	0	0.125
EC01288_1043	0	0	0	0	0.896
EC01288_1044	0	0	0	0	0.188
EC01288_1045	0	0	0	0	0.623
EC01288_1046	0	0	0	0	0.233
EC01288_1047	0	0	0	0	0.209
EC01288_1048	0	0	0	0	0.497
EC01288_1049	0	0	0	0	0.32
EC01288_1050	0	0	0	0	0.341
EC01288_1051	0	0	0	0	0.155
EC01288_1052	0	0	0	0	0.028
EC01288_1053	0	0	0	0	0.197
EC01288_1054	0	0	0	0	1.268
EC01288_1055	0	0	0	0	0.974
EC01288_1056	0	0	0	0	0.773
EC01288_1057	0	0	0	0	0.128
EC01288_1058	0	0	0	0	0.188
EC01288_1059	0	0	0	0	0.572
EC01288_1060	0	0	0	0	0.485
EC01288_1061	0	0	0	0	0.095
EC01288_1063	0	0	0	0	0.118
EC01288_1064	0	0	0	0	2.018
EC01288_1065	0	0	0	0	2.378
EC01288_1066	0	0	0	0	1.358
EC01288_1067	0	0	0	0	0.323
EC01288_1068	0	0	0	0	0.986
EC01288_1069	0	0	0	0	0.087
EC01288_1070	0	0	0	0	0.938
EC01288_1071	0	0	0	0	0.737
EC01288_1072	0	0	0	0	0.554
EC01288_1073	0	0	0	0	0.113
EC01288_1074	0	0	0	0	0.491
EC01288_1075	0	0	0	0	0.746
EC01288_1076	0	0	0	0	0.386
EC01288_1077	0	0	0	0	0.389
EC01288_1078	0	0	0	0	0.65
EC01288_1079	0	0	0	0	0.14
EC01288_1080	0	0	0	0	0.455
EC01288_1081	0	0	0	0	0.455
EC01288_1082	0	0	0	0	0.332
EC01288_1083	0	0	0	0	0.155
EC01288_1084	250	54	26	224	0.533
EC01288_1085	0	0	0	0	1.421
EC01288_1086	0	0	0	0	1.157
EC01288_1087	0	0	0	0	0.143
EC01288_1088	0	0	0	0	0.131
EC01288_1089	0	0	0	0	1.376
EC01288_1090	0	0	0	0	2.513
EC01288_1091	0	0	0	0	0.227
EC01288_1092	0	0	0	0	0.374
EC01288_1093	0	0	0	0	1.226
EC01288_1094	0	0	0	0	0.92
EC01288_1095	0	0	0	0	0.113
EC01288_1096	0	0	0	0	1.052
EC01288_1097	0	0	0	0	0.575
EC01288_1098	0	0	0	0	0.566
EC01288_1099	0	0	0	0	0.116
EC01288_1100	0	0	0	0	0.14
EC01288_1101	0	0	0	0	1.118
EC01288_1102	0	0	0	0	0.254
EC01288_1103	0	0	0	0	0.245
EC01288_1104	0	0	0	0	0.974
EC01288_1105	0	0	0	0	0.56
EC01288_1106	0	0	0	0	0.599
EC01288_1107	0	0	0	0	1.208
EC01288_1108	0	0	0	0	0.584
EC01288_1109	0	0	0	0	0.647
EC01288_1110	0	0	0	0	0.923
EC01288_1111	0	0	0	0	1.535
EC01288_1112	0	0	0	0	0.416
EC01288_1113	0	0	0	0	0.293
EC01288_1114	0	0	0	0	0.47
EC01288_1115	0	0	0	0	0.17
EC01288_1116	0	0	0	0	0.416
EC01288_1117	0	0	0	0	0.404
EC01288_1118	0	0	0	0	0.695
EC01288_1119	0	0	0	0	1.205
EC01288_1120	0	0	0	0	0.755
EC01288_1121	0	0	0	0	0.782
EC01288_1122	0	0	0	0	0.698
EC01288_1123	0	0	0	0	1.097
EC01288_1124	0	0	0	0	0.941
EC01288_1125	0	0	0	0	1.643
EC01288_1126	0	0	0	0	0.953
EC01288_1127	0	0	0	0	3.185
EC01288_1128	0	0	0	0	0.959
EC01288_1129	17	17	17	17	0.125
EC01288_1130	156	156	156	156	0.584
EC01288_1131	0	0	0	0	0.521
EC01288_1132	0	0	0	0	0.131
EC01288_1133	0	0	0	0	1.04
EC01288_1134	0	0	0	0	0.953
EC01288_1135	0	0	0	0	0.878
EC01288_1136	0	0	0	0	0.734
EC01288_1137	0	0	0	0	0.236
EC01288_1138	0	0	0	0	1.205
EC01288_1139	0	0	0	0	0.809
EC01288_1140	0	0	0	0	1.022
EC01288_1141	0	0	0	0	0.641
EC01288_1142	0	0	0	0	1.004
EC01288_1143	0	0	0	0	0.797
EC01288_1144	0	0	0	0	1.433
EC01288_1145	0	0	0	0	1.688
EC01288_1146	0	0	0	0	0.473
EC01288_1147	0	0	0	0	0.359
EC01288_1148	0	0	0	0	0.377
EC01288_1149	0	0	0	0	0.641
EC01288_1150	0	0	0	0	0.824
EC01288_1151	0	0	0	0	1.013
EC01288_1152	0	0	0	0	0.542
EC01288_1153	0	0	0	0	1.292
EC01288_1154	0	0	0	0	0.539
EC01288_1155	0	0	0	0	0.632
EC01288_1156	0	0	0	0	0.257
EC01288_1157	0	0	0	0	0.959
EC01288_1158	0	0	0	0	3.446
EC01288_1159	0	0	0	0	1.073
EC01288_1160	0	0	0	0	1.199
EC01288_1161	0	0	0	0	0.701
EC01288_1162	0	0	0	0	1.244
EC01288_1163	0	0	0	0	0.911
EC01288_1164	0	0	0	0	0.821
EC01288_1165	0	0	0	0	0.788
EC01288_1166	0	0	0	0	0.461
EC01288_1167	0	0	0	0	1.046
EC01288_1168	0	0	0	0	0.794
EC01288_1169	0	0	0	0	0.827
EC01288_1170	0	0	0	0	1.136
EC01288_1171	0	0	0	0	1.229
EC01288_1172	0	0	0	0	1.121
EC01288_1173	0	0	0	0	0.164
EC01288_1174	0	0	0	0	1.229
EC01288_1175	0	0	0	0	0.752
EC01288_1176	0	0	0	0	0.809
EC01288_1177	0	0	0	0	0.146
EC01288_1178	0	0	0	0	0.185
EC01288_1179	0	0	0	0	0.191
EC01288_1180	0	0	0	0	0.242
EC01288_1181	0	0	0	0	0.299
EC01288_1182	0	0	0	0	1.748
EC01288_1183	0	0	0	0	0.269
EC01288_1184	0	0	0	0	0.41
EC01288_1185	0	0	0	0	0.206
EC01288_1186	0	0	0	0	1.055
EC01288_1187	0	0	0	0	0.335
EC01288_1188	0	0	0	0	0.413
EC01288_1189	0	0	0	0	0.158
EC01288_1190	0	0	0	0	0.542
EC01288_1191	0	0	0	0	0.281
EC01288_1192	0	0	0	0	0.182
EC01288_1193	359	359	359	359	1.46
EC01288_1194	0	0	0	0	0.671
EC01288_1195	0	0	0	0	1.37
EC01288_1196	0	0	0	0	0.641
EC01288_1197	0	0	0	0	1.106
EC01288_1198	0	0	0	0	0.461
EC01288_1199	0	0	0	0	0.623
EC01288_1200	0	0	0	0	1.25
EC01288_1201	0	0	0	0	0.404
EC01288_1202	0	0	0	0	0.731
EC01288_1203	0	0	0	0	1.211
EC01288_1204	0	0	0	0	0.266
EC01288_1205	0	0	0	0	0.176
EC01288_1206	0	0	0	0	1.523
EC01288_1207	0	0	0	0	0.218
EC01288_1208	0	0	0	0	0.131
EC01288_1209	0	0	0	0	0.209
EC01288_1210	0	0	0	0	2.321
EC01288_1211	0	0	0	0	0.329
EC01288_1212	0	0	0	0	0.275
EC01288_1213	0	0	0	0	0.119
EC01288_1214	0	0	0	0	0.326
EC01288_1215	0	0	0	0	0.266
EC01288_1216	0	0	0	0	0.812
EC01288_1217	0	0	0	0	0.695
EC01288_1218	0	0	0	0	0.236
EC01288_1219	0	0	0	0	0.401
EC01288_1220	0	0	0	0	0.293
EC01288_1221	0	0	0	0	0.659
EC01288_1222	0	0	0	0	0.446
EC01288_1223	0	0	0	0	0.26
EC01288_1224	0	0	0	0	0.509
EC01288_1225	0	0	0	0	0.419
EC01288_1226	0	0	0	0	1.268
EC01288_1227	0	0	0	0	0.53
EC01288_1228	0	0	0	0	1.541
EC01288_1229	0	0	0	0	0.719
EC01288_1230	0	0	0	0	1.493
EC01288_1231	0	0	0	0	1.271
EC01288_1232	0	0	0	0	1.07
EC01288_1233	0	0	0	0	0.128
EC01288_1234	0	0	0	0	1.736
EC01288_1235	0	0	0	0	0.914
EC01288_1236	0	0	0	0	0.611
EC01288_1237	0	0	0	0	0.734
EC01288_1238	0	0	0	0	0.254
EC01288_1239	0	0	0	0	0.296
EC01288_1240	0	0	0	0	1.697
EC01288_1241	0	0	0	0	0.146
EC01288_1242	0	0	0	0	0.587
EC01288_1243	0	0	0	0	0.632
EC01288_1244	0	0	0	0	1.07
EC01288_1245	0	0	0	0	1.841
EC01288_1246	0	0	0	0	0.269
EC01288_1247	0	0	0	0	2.603
EC01288_1248	0	0	0	0	0.179
EC01288_1249	0	0	0	0	1.091
EC01288_1250	0	0	0	0	0.584
EC01288_1251	0	0	0	0	0.239
EC01288_1252	0	0	0	0	1.652
EC01288_1253	0	0	0	0	0.938
EC01288_1254	0	0	0	0	0.851
EC01288_1255	0	0	0	0	0.623
EC01288_1256	0	0	0	0	1.256
EC01288_1257	0	0	0	0	1.082
EC01288_1258	0	0	0	0	0.833
EC01288_1259	0	0	0	0	0.392
EC01288_1260	0	0	0	0	0.809
EC01288_1261	220	209	209	220	0.854
EC01288_1262	0	0	0	0	0.134
EC01288_1263	0	0	0	0	0.206
EC01288_1264	0	0	0	0	0.941
EC01288_1265	0	0	0	0	0.692
EC01288_1266	0	0	0	0	0.539
EC01288_1267	0	0	0	0	0.929
EC01288_1268	0	0	0	0	0.248
EC01288_1269	0	0	0	0	0.332
EC01288_1270	0	0	0	0	0.137
EC01288_1271	0	0	0	0	1.526
EC01288_1272	0	0	0	0	0.137
EC01288_1273	0	0	0	0	0.929
EC01288_1274	0	0	0	0	0.455
EC01288_1275	0	0	0	0	0.146
EC01288_1276	0	0	0	0	0.179
EC01288_1277	0	0	0	0	0.362
EC01288_1278	0	0	0	0	0.14
EC01288_1279	0	0	0	0	0.383
EC01288_1280	0	0	0	0	1.082
EC01288_1281	0	0	0	0	0.206
EC01288_1282	0	0	0	0	0.497
EC01288_1283	0	0	0	0	0.461
EC01288_1284	0	0	0	0	0.293
EC01288_1285	0	0	0	0	0.545
EC01288_1286	0	0	0	0	1.736
EC01288_1287	0	0	0	0	0.206
EC01288_1288	0	0	0	0	0.773
EC01288_1289	0	0	0	0	1.319
EC01288_1290	0	0	0	0	0.332
EC01288_1291	0	0	0	0	1.019
EC01288_1292	0	0	0	0	0.395
EC01288_1293	0	0	0	0	0.353
EC01288_1294	0	0	0	0	0.578
EC01288_1295	0	0	0	0	0.395
EC01288_1296	0	0	0	0	0.719
EC01288_1297	0	0	0	0	0.422
EC01288_1298	0	0	0	0	0.434
EC01288_1299	0	0	0	0	2.579
EC01288_1300	0	0	0	0	0.329
EC01288_1301	0	0	0	0	0.698
EC01288_1302	0	0	0	0	0.488
EC01288_1303	0	0	0	0	0.572
EC01288_1304	0	0	0	0	3.497
EC01288_1305	0	0	0	0	0.599
EC01288_1306	0	0	0	0	0.173
EC01288_1307	0	0	0	0	0.749
EC01288_1308	0	0	0	0	0.134
EC01288_1309	0	0	0	0	2.033
EC01288_1310	0	0	0	0	0.134
EC01288_1311	0	0	0	0	0.134
EC01288_1312	0	0	0	0	0.134
EC01288_1313	0	0	0	0	1.1
EC01288_1314	0	0	0	0	0.23
EC01288_1315	0	0	0	0	0.674
EC01288_1316	0	0	0	0	0.353
EC01288_1317	0	0	0	0	1.394
EC01288_1318	0	0	0	0	0.65
EC01288_1319	0	0	0	0	1.796
EC01288_1320	0	0	0	0	0.218
EC01288_1321	0	0	0	0	1.391
EC01288_1322	0	0	0	0	3.743
EC01288_1323	0	0	0	0	1.538
EC01288_1324	0	0	0	0	0.71
EC01288_1325	0	0	0	0	0.677
EC01288_1326	0	0	0	0	0.084
EC01288_1327	0	0	0	0	0.084
EC01288_1328	0	0	0	0	0.842
EC01288_1329	0	0	0	0	0.359
EC01288_1330	0	0	0	0	0.905
EC01288_1331	0	0	0	0	1.013
EC01288_1332	0	0	0	0	0.908
EC01288_1333	0	0	0	0	0.413
EC01288_1334	0	0	0	0	0.617
EC01288_1335	0	0	0	0	0.59
EC01288_1336	0	0	0	0	0.113
EC01288_1337	0	0	0	0	0.185
EC01288_1338	0	0	0	0	2.675
EC01288_1339	0	0	0	0	0.647
EC01288_1340	0	0	0	0	0.161
EC01288_1341	0	0	0	0	1.631
EC01288_1342	0	0	0	0	0.92
EC01288_1343	0	0	0	0	0.908
EC01288_1344	0	0	0	0	1.013
EC01288_1345	0	0	0	0	1.004
EC01288_1346	0	0	0	0	0.329
EC01288_1347	0	0	0	0	1.46
EC01288_1348	0	0	0	0	1.253
EC01288_1349	0	0	0	0	0.296
EC01288_1350	0	0	0	0	0.719
EC01288_1351	0	0	0	0	0.344
EC01288_1352	0	0	0	0	0.539
EC01288_1353	0	0	0	0	0.743
EC01288_1354	320	62	33	288	0.638
EC01288_1355	0	0	0	0	0.506
EC01288_1356	0	0	0	0	0.5
EC01288_1357	0	0	0	0	0.179
EC01288_1358	0	0	0	0	0.806
EC01288_1359	0	0	0	0	1.193
EC01288_1360	0	0	0	0	1.358
EC01288_1361	0	0	0	0	1.595
EC01288_1362	0	0	0	0	1.562
EC01288_1363	0	0	0	0	0.86
EC01288_1364	0	0	0	0	0.62
EC01288_1365	0	0	0	0	1.895
EC01288_1366	0	0	0	0	0.872
EC01288_1367	0	0	0	0	0.59
EC01288_1368	0	0	0	0	0.758
EC01288_1369	0	0	0	0	1.049
EC01288_1370	0	0	0	0	0.251
EC01288_1371	0	0	0	0	0.113
EC01288_1372	0	0	0	0	2.597
EC01288_1373	0	0	0	0	0.974
EC01288_1374	0	0	0	0	0.128
EC01288_1375	0	0	0	0	0.167
EC01288_1376	0	0	0	0	2.675
EC01288_1377	0	0	0	0	0.59
EC01288_1378	0	0	0	0	0.764
EC01288_1379	0	0	0	0	0.308
EC01288_1380	0	0	0	0	1.169
EC01288_1381	0	0	0	0	0.14
EC01288_1382	0	0	0	0	0.737
EC01288_1383	0	0	0	0	0.326
EC01288_1384	0	0	0	0	0.218
EC01288_1385	0	0	0	0	0.719
EC01288_1386	0	0	0	0	0.173
EC01288_1387	0	0	0	0	1.898
EC01288_1388	0	0	0	0	1.934
EC01288_1389	0	0	0	0	1.127
EC01288_1390	0	0	0	0	0.788
EC01288_1391	0	0	0	0	0.35
EC01288_1392	0	0	0	0	0.806
EC01288_1393	0	0	0	0	0.992
EC01288_1394	0	0	0	0	0.89
EC01288_1395	0	0	0	0	0.965
EC01288_1396	0	0	0	0	1.643
EC01288_1397	0	0	0	0	0.245
EC01288_1398	0	0	0	0	1.385
EC01288_1399	0	0	0	0	1.418
