	t1	t1.1	t10	t10.1	len(kb)
EC01288_1400	186	186	186	186	0.764
EC01288_1401	0	0	0	0	0.557
EC01288_1402	0	0	0	0	1.487
EC01288_1403	0	0	0	0	1.28
EC01288_1404	0	0	0	0	1.265
EC01288_1405	0	0	0	0	0.977
EC01288_1406	0	0	0	0	0.668
EC01288_1407	0	0	0	0	0.224
EC01288_1408	0	0	0	0	0.359
EC01288_1409	0	0	0	0	0.221
EC01288_1410	0	0	0	0	0.314
EC01288_1411	0	0	0	0	0.119
EC01288_1412	0	0	0	0	1.679
EC01288_1413	0	0	0	0	1.292
EC01288_1414	0	0	0	0	0.881
EC01288_1415	0	0	0	0	0.842
EC01288_1416	0	0	0	0	1.052
EC01288_1417	0	0	0	0	0.788
EC01288_1418	0	0	0	0	1.055
EC01288_1419	0	0	0	0	2.267
EC01288_1420	0	0	0	0	0.659
EC01288_1421	0	0	0	0	1.082
EC01288_1422	0	0	0	0	0.905
EC01288_1423	0	0	0	0	0.998
EC01288_1424	0	0	0	0	1.397
EC01288_1425	0	0	0	0	1.061
EC01288_1426	0	0	0	0	1.541
EC01288_1427	0	0	0	0	0.506
EC01288_1428	0	0	0	0	0.965
EC01288_1429	0	0	0	0	0.728
EC01288_1430	0	0	0	0	0.638
EC01288_1431	0	0	0	0	0.932
EC01288_1432	0	0	0	0	0.92
EC01288_1433	0	0	0	0	0.899
EC01288_1434	0	0	0	0	0.125
EC01288_1435	0	0	0	0	1.577
EC01288_1436	0	0	0	0	1.031
EC01288_1437	0	0	0	0	0.257
EC01288_1438	0	0	0	0	0.944
EC01288_1439	0	0	0	0	0.752
EC01288_1440	0	0	0	0	0.515
EC01288_1441	0	0	0	0	1.406
EC01288_1442	0	0	0	0	1.445
EC01288_1443	0	0	0	0	1.31
EC01288_1444	0	0	0	0	0.908
EC01288_1445	22	244	268	54	0.563
EC01288_1446	0	0	0	0	1.232
EC01288_1447	0	0	0	0	0.983
EC01288_1448	0	0	0	0	1.373
EC01288_1449	0	0	0	0	0.935
EC01288_1450	0	0	0	0	0.434
EC01288_1451	0	0	0	0	1.133
EC01288_1452	0	0	0	0	3.524
EC01288_1453	0	0	0	0	0.266
EC01288_1454	0	0	0	0	0.422
EC01288_1455	0	0	0	0	0.989
EC01288_1456	0	0	0	0	2.639
EC01288_1457	0	0	0	0	0.185
EC01288_1458	0	0	0	0	0.326
EC01288_1459	0	0	0	0	0.905
EC01288_1460	0	0	0	0	1.499
EC01288_1461	0	0	0	0	2.273
EC01288_1462	0	0	0	0	0.113
EC01288_1463	0	0	0	0	2.045
EC01288_1464	0	0	0	0	0.929
EC01288_1465	0	0	0	0	0.287
EC01288_1466	0	0	0	0	0.746
EC01288_1467	0	0	0	0	0.497
EC01288_1468	0	0	0	0	1.07
EC01288_1469	0	0	0	0	0.767
EC01288_1470	0	0	0	0	0.788
EC01288_1471	0	0	0	0	1.382
EC01288_1472	0	0	0	0	0.422
EC01288_1473	0	0	0	0	1.205
EC01288_1474	0	0	0	0	1.313
EC01288_1475	0	0	0	0	0.95
EC01288_1476	0	0	0	0	0.59
EC01288_1477	0	0	0	0	0.86
EC01288_1478	0	0	0	0	2.306
EC01288_1479	0	0	0	0	0.605
EC01288_1480	0	0	0	0	0.896
EC01288_1481	0	0	0	0	1.757
EC01288_1482	0	0	0	0	1.292
EC01288_1483	0	0	0	0	0.605
EC01288_1484	0	0	0	0	3.902
EC01288_1485	0	0	0	0	0.8
EC01288_1486	0	0	0	0	1.439
EC01288_1487	0	0	0	0	1.001
EC01288_1488	0	0	0	0	0.53
EC01288_1489	0	0	0	0	0.146
EC01288_1490	0	0	0	0	1.64
EC01288_1491	0	0	0	0	0.923
EC01288_1492	0	0	0	0	1.343
EC01288_1493	0	0	0	0	1.619
EC01288_1494	0	0	0	0	0.224
EC01288_1495	0	0	0	0	0.536
EC01288_1496	0	0	0	0	0.98
EC01288_1497	0	0	0	0	0.992
EC01288_1498	162	162	162	162	0.593
EC01288_1499	0	0	0	0	0.119
EC01288_1500	0	0	0	0	0.668
EC01288_1501	0	0	0	0	1.175
EC01288_1502	0	0	0	0	0.536
EC01288_1503	0	0	0	0	1.961
EC01288_1504	0	0	0	0	0.128
EC01288_1505	0	0	0	0	0.122
EC01288_1506	0	0	0	0	0.416
EC01288_1507	0	0	0	0	1.406
EC01288_1508	0	0	0	0	1.145
EC01288_1509	0	0	0	0	1.001
EC01288_1510	0	0	0	0	0.941
EC01288_1511	0	0	0	0	0.794
EC01288_1512	0	0	0	0	1.424
EC01288_1513	0	0	0	0	0.116
EC01288_1514	0	0	0	0	0.248
EC01288_1515	0	0	0	0	0.233
EC01288_1516	0	0	0	0	0.449
EC01288_1517	0	0	0	0	0.518
EC01288_1518	0	0	0	0	1.037
EC01288_1519	0	0	0	0	0.656
EC01288_1520	0	0	0	0	2.072
EC01288_1521	0	0	0	0	1.061
EC01288_1522	0	0	0	0	1.499
EC01288_1523	0	0	0	0	0.149
EC01288_1524	0	0	0	0	0.617
EC01288_1525	0	0	0	0	0.097
EC01288_1526	0	0	0	0	1.493
EC01288_1527	0	0	0	0	1.151
EC01288_1528	0	0	0	0	1.572
EC01288_1529	0	0	0	0	0.797
EC01288_1530	0	0	0	0	0.209
EC01288_1531	0	0	0	0	0.179
EC01288_1532	0	0	0	0	0.137
EC01288_1533	0	0	0	0	0.227
EC01288_1534	0	0	0	0	0.461
EC01288_1535	0	0	0	0	0.845
EC01288_1536	0	0	0	0	0.893
EC01288_1537	0	0	0	0	0.68
EC01288_1538	0	0	0	0	0.695
EC01288_1539	0	0	0	0	1.544
EC01288_1540	0	0	0	0	3.74
EC01288_1541	0	0	0	0	1.388
EC01288_1542	0	0	0	0	1.331
EC01288_1543	0	0	0	0	0.29
EC01288_1544	0	0	0	0	0.881
EC01288_1545	0	0	0	0	0.587
EC01288_1546	0	0	0	0	2.411
EC01288_1547	0	0	0	0	0.878
EC01288_1548	0	0	0	0	0.638
EC01288_1549	0	0	0	0	0.284
EC01288_1550	0	0	0	0	1.01
EC01288_1551	0	0	0	0	1.697
EC01288_1552	0	0	0	0	0.137
EC01288_1553	0	0	0	0	0.215
EC01288_1554	0	0	0	0	0.431
EC01288_1555	0	0	0	0	0.926
EC01288_1556	0	0	0	0	0.986
EC01288_1557	0	0	0	0	0.896
EC01288_1558	0	0	0	0	1.022
EC01288_1559	0	0	0	0	1.46
EC01288_1560	0	0	0	0	0.581
EC01288_1561	0	0	0	0	2.399
EC01288_1562	0	0	0	0	1.043
EC01288_1563	0	0	0	0	1.154
EC01288_1564	0	0	0	0	1.535
EC01288_1565	0	0	0	0	0.676
EC01288_1566	0	0	0	0	0.194
EC01288_1567	0	0	0	0	0.397
EC01288_1569	0	0	0	0	0.314
EC01288_1570	0	0	0	0	0.221
EC01288_1571	0	0	0	0	2.783
EC01288_1572	0	0	0	0	2.372
EC01288_1573	0	0	0	0	1.685
EC01288_1574	0	0	0	0	1.157
EC01288_1575	0	0	0	0	0.557
EC01288_1576	0	0	0	0	0.761
EC01288_1577	0	0	0	0	2.279
EC01288_1578	0	0	0	0	0.914
EC01288_1579	0	0	0	0	0.503
EC01288_1580	0	0	0	0	0.53
EC01288_1581	0	0	0	0	2.222
EC01288_1582	0	0	0	0	0.719
EC01288_1583	0	0	0	0	0.563
EC01288_1584	0	0	0	0	0.56
EC01288_1585	0	0	0	0	0.266
EC01288_1586	0	0	0	0	5.273
EC01288_1587	0	0	0	0	1.592
EC01288_1588	0	0	0	0	0.953
EC01288_1589	0	0	0	0	1.535
EC01288_1590	50	426	481	93	1.028
EC01288_1591	0	0	0	0	0.992
EC01288_1592	0	0	0	0	1.022
EC01288_1593	0	0	0	0	0.875
EC01288_1594	0	0	0	0	0.29
EC01288_1595	0	0	0	0	0.758
EC01288_1596	0	0	0	0	0.914
EC01288_1597	0	0	0	0	1.451
EC01288_1598	0	0	0	0	1.418
EC01288_1599	0	0	0	0	0.29
EC01288_1600	0	0	0	0	0.914
EC01288_1601	0	0	0	0	1.388
EC01288_1602	0	0	0	0	0.881
EC01288_1603	0	0	0	0	0.707
EC01288_1604	0	0	0	0	0.119
EC01288_1605	0	0	0	0	1.19
EC01288_1606	0	0	0	0	0.665
EC01288_1607	0	0	0	0	0.434
EC01288_1608	0	0	0	0	0.197
EC01288_1609	0	0	0	0	0.218
EC01288_1610	0	0	0	0	1.439
EC01288_1611	0	0	0	0	1.673
EC01288_1612	0	0	0	0	0.311
EC01288_1613	0	0	0	0	1.196
EC01288_1614	0	0	0	0	0.311
EC01288_1615	0	0	0	0	0.116
EC01288_1616	0	0	0	0	0.698
EC01288_1617	0	0	0	0	0.899
EC01288_1618	0	0	0	0	1.187
EC01288_1619	0	0	0	0	0.89
EC01288_1620	0	0	0	0	0.392
EC01288_1621	0	0	0	0	0.518
EC01288_1622	0	0	0	0	0.857
EC01288_1623	0	0	0	0	1.072
EC01288_1624	0	0	0	0	0.746
EC01288_1625	0	0	0	0	0.686
EC01288_1626	0	0	0	0	0.152
EC01288_1627	0	0	0	0	1.46
EC01288_1628	0	0	0	0	0.353
EC01288_1629	0	0	0	0	0.902
EC01288_1630	0	0	0	0	1.019
EC01288_1631	0	0	0	0	1.214
EC01288_1632	0	0	0	0	0.326
EC01288_1633	0	0	0	0	0.341
EC01288_1634	0	0	0	0	0.56
EC01288_1635	0	0	0	0	0.623
EC01288_1636	0	0	0	0	0.305
EC01288_1637	0	0	0	0	2.405
EC01288_1638	0	0	0	0	2.396
EC01288_1639	0	0	0	0	0.617
EC01288_1640	0	0	0	0	0.854
EC01288_1641	0	0	0	0	0.614
EC01288_1642	0	0	0	0	1.256
EC01288_1643	0	0	0	0	0.695
EC01288_1644	0	0	0	0	1.22
EC01288_1645	0	0	0	0	0.893
EC01288_1646	0	0	0	0	1.253
EC01288_1647	0	0	0	0	0.335
EC01288_1648	0	0	0	0	0.821
EC01288_1649	0	0	0	0	0.329
EC01288_1650	0	0	0	0	0.365
EC01288_1651	0	0	0	0	1.034
EC01288_1652	0	0	0	0	1.388
EC01288_1653	0	0	0	0	1.532
EC01288_1654	0	0	0	0	0.944
EC01288_1655	0	0	0	0	1.382
EC01288_1656	0	0	0	0	0.722
EC01288_1657	0	0	0	0	0.335
EC01288_1658	0	0	0	0	0.719
EC01288_1659	0	0	0	0	1.301
EC01288_1660	0	0	0	0	0.929
EC01288_1661	0	0	0	0	1.373
EC01288_1662	0	0	0	0	1.646
EC01288_1663	0	0	0	0	1.175
EC01288_1664	0	0	0	0	1.508
EC01288_1665	0	0	0	0	1.247
EC01288_1666	0	0	0	0	1.373
EC01288_1667	0	0	0	0	1.811
EC01288_1668	0	0	0	0	0.59
EC01288_1669	0	0	0	0	0.767
EC01288_1670	0	0	0	0	1.028
EC01288_1671	0	0	0	0	1.592
EC01288_1672	0	0	0	0	1.172
EC01288_1673	0	0	0	0	1.001
EC01288_1674	0	0	0	0	1.04
EC01288_1675	0	0	0	0	0.215
EC01288_1676	0	0	0	0	0.44
EC01288_1677	0	0	0	0	0.581
EC01288_1678	0	0	0	0	0.578
EC01288_1679	0	0	0	0	2.126
EC01288_1680	0	0	0	0	0.998
EC01288_1681	0	0	0	0	0.62
EC01288_1682	0	0	0	0	0.695
EC01288_1683	0	0	0	0	0.635
EC01288_1684	0	0	0	0	0.2
EC01288_1685	0	0	0	0	1.502
EC01288_1686	0	0	0	0	0.605
EC01288_1687	0	0	0	0	0.86
EC01288_1688	0	0	0	0	1.274
EC01288_1689	0	0	0	0	0.656
EC01288_1690	0	0	0	0	0.323
EC01288_1691	269	269	269	269	1.109
EC01288_1692	0	0	0	0	0.467
EC01288_1693	0	0	0	0	0.398
EC01288_1694	0	0	0	0	0.119
EC01288_1695	0	0	0	0	0.227
EC01288_1696	0	0	0	0	0.857
EC01288_1697	0	0	0	0	2.012
EC01288_1698	0	0	0	0	0.521
EC01288_1699	0	0	0	0	0.896
EC01288_1700	0	0	0	0	0.119
EC01288_1701	0	0	0	0	0.599
EC01288_1702	0	0	0	0	1.097
EC01288_1703	0	0	0	0	0.389
EC01288_1704	0	0	0	0	0.647
EC01288_1705	0	0	0	0	4.616
EC01288_1706	0	0	0	0	0.347
EC01288_1707	0	0	0	0	0.815
EC01288_1708	0	0	0	0	0.581
EC01288_1709	0	0	0	0	1.169
EC01288_1710	0	0	0	0	0.119
EC01288_1711	0	0	0	0	0.965
EC01288_1712	0	0	0	0	0.932
EC01288_1713	0	0	0	0	1.211
EC01288_1714	0	0	0	0	1.148
EC01288_1715	0	0	0	0	0.641
EC01288_1716	0	0	0	0	1.373
EC01288_1717	0	0	0	0	1.256
EC01288_1718	0	0	0	0	0.076
EC01288_1719	0	0	0	0	0.076
EC01288_1720	0	0	0	0	0.305
EC01288_1721	0	0	0	0	1.604
EC01288_1722	0	0	0	0	0.812
EC01288_1723	0	0	0	0	0.785
EC01288_1724	0	0	0	0	0.554
EC01288_1725	0	0	0	0	0.647
EC01288_1726	0	0	0	0	2.102
EC01288_1727	0	0	0	0	0.449
EC01288_1728	0	0	0	0	0.17
EC01288_1729	0	0	0	0	1.412
EC01288_1730	0	0	0	0	0.236
EC01288_1731	0	0	0	0	1.004
EC01288_1732	0	0	0	0	0.416
EC01288_1733	0	0	0	0	1.22
EC01288_1734	0	0	0	0	1.271
EC01288_1735	0	0	0	0	0.746
EC01288_1736	0	0	0	0	1.487
EC01288_1737	16	157	180	36	0.368
EC01288_1738	0	0	0	0	0.188
EC01288_1739	0	0	0	0	0.41
EC01288_1740	0	0	0	0	3.056
EC01288_1741	0	0	0	0	0.131
EC01288_1742	0	0	0	0	1.112
EC01288_1743	0	0	0	0	0.356
EC01288_1744	0	0	0	0	0.428
EC01288_1745	0	0	0	0	0.722
EC01288_1746	0	0	0	0	0.167
EC01288_1747	0	0	0	0	1.16
EC01288_1748	0	0	0	0	0.866
EC01288_1749	0	0	0	0	0.758
EC01288_1750	0	0	0	0	1.532
EC01288_1751	0	0	0	0	1.151
EC01288_1752	0	0	0	0	0.911
EC01288_1753	0	0	0	0	0.764
EC01288_1754	0	0	0	0	0.938
EC01288_1755	0	0	0	0	1.289
EC01288_1756	0	0	0	0	0.293
EC01288_1757	0	0	0	0	1.646
EC01288_1758	0	0	0	0	2.378
EC01288_1759	0	0	0	0	0.167
EC01288_1760	0	0	0	0	0.752
EC01288_1761	0	0	0	0	1.046
EC01288_1762	0	0	0	0	0.191
EC01288_1763	0	0	0	0	1.436
EC01288_1764	0	0	0	0	0.713
EC01288_1765	0	0	0	0	0.464
EC01288_1766	0	0	0	0	0.749
EC01288_1767	0	0	0	0	0.551
EC01288_1768	0	0	0	0	0.98
EC01288_1769	0	0	0	0	0.299
EC01288_1770	0	0	0	0	2.387
EC01288_1771	0	0	0	0	0.983
EC01288_1772	0	0	0	0	0.356
EC01288_1773	0	0	0	0	0.197
EC01288_1774	0	0	0	0	0.341
EC01288_1775	0	0	0	0	1.868
EC01288_1776	0	0	0	0	1.115
EC01288_1777	0	0	0	0	0.68
EC01288_1778	0	0	0	0	0.122
EC01288_1779	0	0	0	0	0.71
EC01288_1780	0	0	0	0	0.929
EC01288_1781	0	0	0	0	0.221
EC01288_1782	0	0	0	0	0.86
EC01288_1783	0	0	0	0	0.536
EC01288_1784	0	0	0	0	0.668
EC01288_1785	140	140	148	140	0.59
EC01288_1786	0	0	0	0	1.391
EC01288_1787	0	0	0	0	0.116
EC01288_1788	0	0	0	0	0.242
EC01288_1789	0	0	0	0	2.261
EC01288_1790	0	0	0	0	0.758
EC01288_1791	0	0	0	0	1.352
EC01288_1792	0	0	0	0	0.842
EC01288_1793	0	0	0	0	0.35
EC01288_1794	0	0	0	0	1.358
EC01288_1795	0	0	0	0	0.32
EC01288_1796	0	0	0	0	0.338
EC01288_1797	0	0	0	0	0.827
EC01288_1798	0	0	0	0	0.779
EC01288_1799	0	0	0	0	0.575
EC01288_1800	0	0	0	0	0.485
EC01288_1801	0	0	0	0	0.968
EC01288_1802	0	0	0	0	1.343
EC01288_1803	0	0	0	0	1.478
EC01288_1804	0	0	0	0	1.034
EC01288_1805	0	0	0	0	1.22
EC01288_1806	0	0	0	0	0.17
EC01288_1807	0	0	0	0	0.806
EC01288_1808	0	0	0	0	0.71
EC01288_1809	0	0	0	0	0.677
EC01288_1810	0	0	0	0	0.707
EC01288_1811	0	0	0	0	0.548
EC01288_1812	0	0	0	0	1.166
EC01288_1813	0	0	0	0	1.535
EC01288_1814	0	0	0	0	0.653
EC01288_1815	0	0	0	0	1.307
EC01288_1816	0	0	0	0	0.569
EC01288_1817	0	0	0	0	0.407
EC01288_1818	0	0	0	0	0.26
EC01288_1819	0	0	0	0	1.343
EC01288_1820	0	0	0	0	0.884
EC01288_1821	0	0	0	0	0.197
EC01288_1822	0	0	0	0	1.961
EC01288_1823	0	0	0	0	1.043
EC01288_1824	0	0	0	0	0.551
EC01288_1825	0	0	0	0	1.856
EC01288_1826	0	0	0	0	0.968
EC01288_1827	0	0	0	0	0.641
EC01288_1828	0	0	0	0	0.272
EC01288_1829	0	0	0	0	0.413
EC01288_1830	0	0	0	0	0.995
EC01288_1831	0	0	0	0	0.884
EC01288_1832	0	0	0	0	0.854
EC01288_1833	0	0	0	0	0.716
EC01288_1834	0	0	0	0	1.805
EC01288_1835	0	0	0	0	1.283
EC01288_1836	0	0	0	0	1.475
EC01288_1837	0	0	0	0	1.472
EC01288_1838	0	0	0	0	0.503
EC01288_1839	0	0	0	0	0.446
EC01288_1840	0	0	0	0	0.659
EC01288_1841	0	0	0	0	1.181
EC01288_1842	0	0	0	0	0.347
EC01288_1843	0	0	0	0	0.254
EC01288_1844	0	0	0	0	1.025
EC01288_1845	0	0	0	0	0.116
EC01288_1846	0	0	0	0	0.248
EC01288_1847	0	0	0	0	0.155
EC01288_1848	0	0	0	0	0.188
EC01288_1849	0	0	0	0	0.359
EC01288_1850	0	0	0	0	0.638
EC01288_1851	0	0	0	0	0.923
EC01288_1852	0	0	0	0	1.085
EC01288_1853	0	0	0	0	1.61
EC01288_1854	0	0	0	0	1.124
EC01288_1855	0	0	0	0	0.575
EC01288_1856	0	0	0	0	1.115
EC01288_1857	0	0	0	0	1.604
EC01288_1858	0	0	0	0	0.581
EC01288_1859	0	0	0	0	0.695
EC01288_1860	0	0	0	0	1.832
EC01288_1861	0	0	0	0	0.344
EC01288_1862	0	0	0	0	0.116
EC01288_1863	0	0	0	0	0.299
EC01288_1864	0	0	0	0	0.179
EC01288_1865	350	340	340	350	1.361
EC01288_1866	0	0	0	0	0.578
EC01288_1867	0	0	0	0	1.298
EC01288_1868	0	0	0	0	1.598
EC01288_1869	0	0	0	0	1.544
EC01288_1870	0	0	0	0	0.971
EC01288_1871	0	0	0	0	0.8
EC01288_1872	0	0	0	0	0.851
EC01288_1873	0	0	0	0	0.458
EC01288_1874	0	0	0	0	0.566
EC01288_1875	0	0	0	0	0.725
EC01288_1876	0	0	0	0	0.209
EC01288_1877	0	0	0	0	0.143
EC01288_1878	0	0	0	0	0.287
EC01288_1879	0	0	0	0	0.143
EC01288_1880	0	0	0	0	0.791
EC01288_1881	0	0	0	0	1.373
EC01288_1882	0	0	0	0	0.881
EC01288_1883	0	0	0	0	2.042
EC01288_1884	0	0	0	0	0.698
EC01288_1885	0	0	0	0	0.497
EC01288_1886	0	0	0	0	1.238
EC01288_1887	0	0	0	0	2.633
EC01288_1888	0	0	0	0	1.439
EC01288_1889	0	0	0	0	0.236
EC01288_1890	0	0	0	0	0.191
EC01288_1891	0	0	0	0	0.656
EC01288_1892	0	0	0	0	0.338
EC01288_1893	0	0	0	0	0.872
EC01288_1894	0	0	0	0	0.374
EC01288_1895	0	0	0	0	0.23
EC01288_1896	0	0	0	0	0.656
EC01288_1897	0	0	0	0	0.662
EC01288_1898	0	0	0	0	2.06
EC01288_1899	0	0	0	0	0.659
EC01288_1900	0	0	0	0	0.356
EC01288_1901	0	0	0	0	0.29
EC01288_1902	0	0	0	0	1.178
EC01288_1903	0	0	0	0	0.641
EC01288_1904	0	0	0	0	1.811
EC01288_1905	0	0	0	0	1.475
EC01288_1906	0	0	0	0	0.869
EC01288_1907	67	619	688	140	1.334
EC01288_1908	0	0	0	0	0.218
EC01288_1909	0	0	0	0	0.284
EC01288_1910	0	0	0	0	0.143
EC01288_1911	0	0	0	0	0.839
EC01288_1912	0	0	0	0	0.806
EC01288_1913	0	0	0	0	1.799
EC01288_1914	0	0	0	0	0.833
EC01288_1915	0	0	0	0	1.229
EC01288_1916	0	0	0	0	1.166
EC01288_1917	0	0	0	0	1.037
EC01288_1918	0	0	0	0	0.956
EC01288_1919	0	0	0	0	0.488
EC01288_1920	0	0	0	0	1.127
EC01288_1921	0	0	0	0	0.119
EC01288_1922	0	0	0	0	0.809
EC01288_1923	0	0	0	0	1.868
EC01288_1924	0	0	0	0	3.074
EC01288_1925	0	0	0	0	0.971
EC01288_1926	0	0	0	0	1.322
EC01288_1927	0	0	0	0	0.932
EC01288_1928	0	0	0	0	0.755
EC01288_1929	0	0	0	0	0.785
EC01288_1930	0	0	0	0	1.01
EC01288_1931	0	0	0	0	0.563
EC01288_1932	0	0	0	0	0.146
EC01288_1933	0	0	0	0	0.602
EC01288_1934	0	0	0	0	0.521
EC01288_1935	0	0	0	0	0.74
EC01288_1936	0	0	0	0	0.377
EC01288_1937	0	0	0	0	1.733
EC01288_1938	0	0	0	0	0.566
EC01288_1939	0	0	0	0	0.248
EC01288_1940	0	0	0	0	0.671
EC01288_1941	0	0	0	0	1.706
EC01288_1942	0	0	0	0	0.14
EC01288_1943	0	0	0	0	3.467
EC01288_1944	0	0	0	0	0.119
EC01288_1945	0	0	0	0	0.581
EC01288_1946	0	0	0	0	0.743
EC01288_1947	0	0	0	0	0.698
EC01288_1948	0	0	0	0	0.329
EC01288_1949	0	0	0	0	0.767
EC01288_1950	0	0	0	0	0.084
EC01288_1951	0	0	0	0	0.215
EC01288_1952	0	0	0	0	1.01
EC01288_1953	0	0	0	0	0.143
EC01288_1954	0	0	0	0	0.149
EC01288_1955	0	0	0	0	0.14
EC01288_1956	0	0	0	0	1.286
EC01288_1957	0	0	0	0	0.725
EC01288_1958	0	0	0	0	0.395
EC01288_1959	0	0	0	0	0.743
EC01288_1960	0	0	0	0	0.971
EC01288_1961	0	0	0	0	1.547
EC01288_1962	0	0	0	0	0.389
EC01288_1963	0	0	0	0	0.431
EC01288_1964	0	0	0	0	0.749
EC01288_1965	0	0	0	0	0.395
EC01288_1966	0	0	0	0	0.575
EC01288_1967	0	0	0	0	0.353
EC01288_1968	0	0	0	0	0.383
EC01288_1969	0	0	0	0	1.028
EC01288_1970	0	0	0	0	0.347
EC01288_1971	0	0	0	0	1.505
EC01288_1972	0	0	0	0	1.592
EC01288_1973	0	0	0	0	0.206
EC01288_1974	0	0	0	0	1.928
EC01288_1975	0	0	0	0	0.611
EC01288_1976	0	0	0	0	1.067
EC01288_1977	0	0	0	0	0.437
EC01288_1978	0	0	0	0	0.533
EC01288_1979	0	0	0	0	0.215
EC01288_1980	0	0	0	0	1.964
EC01288_1981	0	0	0	0	0.269
EC01288_1982	0	0	0	0	0.959
EC01288_1983	0	0	0	0	0.076
EC01288_1984	0	0	0	0	0.076
EC01288_1985	0	0	0	0	0.075
EC01288_1986	0	0	0	0	0.152
EC01288_1987	0	0	0	0	0.434
EC01288_1988	0	0	0	0	0.197
EC01288_1989	0	0	0	0	0.722
EC01288_1990	0	0	0	0	0.887
EC01288_1991	0	0	0	0	1.049
EC01288_1992	0	0	0	0	0.44
EC01288_1993	0	0	0	0	0.239
EC01288_1994	0	0	0	0	1.508
EC01288_1995	0	0	0	0	0.131
EC01288_1996	0	0	0	0	0.767
EC01288_1997	0	0	0	0	0.956
EC01288_1998	0	0	0	0	0.998
EC01288_1999	0	0	0	0	0.902
EC01288_2000	0	0	0	0	2.324
EC01288_2001	0	0	0	0	0.953
EC01288_2002	0	0	0	0	0.452
EC01288_2003	0	0	0	0	0.227
EC01288_2004	0	0	0	0	0.209
EC01288_2005	0	0	0	0	0.305
EC01288_2006	0	0	0	0	0.866
EC01288_2007	0	0	0	0	1.232
EC01288_2008	0	0	0	0	0.149
EC01288_2009	0	0	0	0	0.119
EC01288_2010	0	0	0	0	0.434
EC01288_2011	0	0	0	0	0.173
EC01288_2012	0	0	0	0	0.128
EC01288_2013	0	0	0	0	0.548
EC01288_2014	0	0	0	0	0.158
EC01288_2015	0	0	0	0	0.206
EC01288_2016	0	0	0	0	0.575
EC01288_2017	0	0	0	0	0.467
EC01288_2018	0	0	0	0	0.716
EC01288_2019	0	0	0	0	0.452
EC01288_2020	0	0	0	0	0.731
EC01288_2021	0	0	0	0	0.137
EC01288_2022	0	0	0	0	0.173
EC01288_2023	0	0	0	0	0.869
EC01288_2024	0	0	0	0	0.962
EC01288_2025	0	0	0	0	0.884
EC01288_2026	0	0	0	0	0.155
EC01288_2027	0	0	0	0	0.251
EC01288_2028	0	0	0	0	0.677
EC01288_2029	0	0	0	0	0.176
EC01288_2030	0	0	0	0	0.818
EC01288_2031	0	0	0	0	0.202
EC01288_2032	0	0	0	0	0.305
EC01288_2033	0	0	0	0	0.095
EC01288_2034	0	0	0	0	0.341
EC01288_2035	0	0	0	0	0.221
EC01288_2036	0	0	0	0	0.113
EC01288_2037	0	0	0	0	0.327
EC01288_2038	0	0	0	0	0.746
EC01288_2039	0	0	0	0	1.406
EC01288_2040	0	0	0	0	1.205
EC01288_2041	0	0	0	0	1.007
EC01288_2042	0	0	0	0	1.145
EC01288_2043	0	0	0	0	1.031
EC01288_2044	0	0	0	0	0.86
EC01288_2045	0	0	0	0	1.343
EC01288_2046	0	0	0	0	1.256
EC01288_2047	0	0	0	0	0.893
EC01288_2048	0	0	0	0	1.394
EC01288_2049	0	0	0	0	1.22
EC01288_2050	0	0	0	0	1.28
EC01288_2051	0	0	0	0	1.478
EC01288_2052	0	0	0	0	1.394
EC01288_2053	0	0	0	0	0.695
EC01288_2054	0	0	0	0	0.244
EC01288_2055	0	0	0	0	0.39
EC01288_2056	0	0	0	0	0.506
EC01288_2057	0	0	0	0	0.096
EC01288_2058	0	0	0	0	0.413
EC01288_2059	0	0	0	0	2.429
EC01288_2060	0	0	0	0	1.1
EC01288_2061	0	0	0	0	0.746
EC01288_2062	0	0	0	0	0.566
EC01288_2063	0	0	0	0	1.733
EC01288_2064	0	0	0	0	0.488
EC01288_2065	0	0	0	0	0.122
EC01288_2066	0	0	0	0	1.376
EC01288_2067	0	0	0	0	1.148
EC01288_2068	0	0	0	0	0.134
EC01288_2069	0	0	0	0	0.644
EC01288_2070	0	0	0	0	0.389
EC01288_2071	0	0	0	0	1.049
EC01288_2072	0	0	0	0	0.86
EC01288_2073	0	0	0	0	1.601
EC01288_2074	0	0	0	0	1.661
EC01288_2075	0	0	0	0	0.503
EC01288_2076	0	0	0	0	1.958
EC01288_2077	0	0	0	0	0.926
EC01288_2078	0	0	0	0	0.887
EC01288_2079	0	0	0	0	0.578
EC01288_2080	0	0	0	0	0.35
EC01288_2081	0	0	0	0	0.428
EC01288_2082	690	133	70	626	1.424
EC01288_2083	0	0	0	0	0.8
EC01288_2084	0	0	0	0	0.986
EC01288_2085	0	0	0	0	1.514
EC01288_2086	0	0	0	0	0.989
EC01288_2087	0	0	0	0	0.353
EC01288_2088	0	0	0	0	0.251
EC01288_2089	0	0	0	0	0.146
EC01288_2090	0	0	0	0	0.323
EC01288_2091	0	0	0	0	0.14
EC01288_2092	0	0	0	0	0.497
EC01288_2093	0	0	0	0	0.239
EC01288_2094	0	0	0	0	0.113
EC01288_2095	0	0	0	0	1.151
EC01288_2096	0	0	0	0	0.665
EC01288_2097	0	0	0	0	0.086
EC01288_2098	0	0	0	0	0.073
